CONF#  G(GFNn-xTB) ΔG(GFNn-xTB)       E [Eh]         Gtot      ΔGtot
            [a.u.]   [kcal/mol]        hf-3c         [Eh] [kcal/mol]
                                                                    
CONF1  -49.5129423         0.00 -653.8860122 -653.8860122       0.00     <------
CONF2  -49.5118868         0.66 -653.8828650 -653.8828650       1.97
CONF4  -49.5072113         3.60 -653.8798457 -653.8798457       3.87
CONF5  -49.5065836         3.99 -653.8804271 -653.8804271       3.50
