  14 29.009
  17 30.226
  18 29.551
  19 29.421
  20 29.746
  21 28.816
  22 27.049
  23 28.211
  24 29.461
  25 30.209
  26 27.426
  27 28.241
  28 26.271
  29 26.244
  30 26.816
  31 26.82
  32 28.176
  33 29.709
  34 29.488
  35 29.706















  14   17   0.612
  14   18   8.341
  14   19   -0.569
  14   20   0.827
  14   21   0.181
  14   22   -0.405
  14   23   -0.279
  14   24   -0.483
  14   25   0.048
  14   26   -0.165
  14   27   -0.263
  14   28   0.013
  14   29   0.036
  14   30   0.664
  14   31   -0.597
  14   32   0.045
  14   33   -0.281
  14   34   -0.553
  14   35   1.376
  17   18   -15.384
  17   19   6.041
  17   20   1.135
  17   21   0.303
  17   22   0.102
  17   23   -0.052
  17   24   -0.053
  17   25   -0.061
  17   26   0.018
  17   27   0.093
  17   28   -0.006
  17   29   0.021
  17   30   0.17
  17   31   0.059
  17   32   -0.052
  17   33   -0.046
  17   34   0.142
  17   35   0.09
  18   19   13.85
  18   20   6.634
  18   21   -0.517
  18   22   -0.002
  18   23   0.408
  18   24   -0.102
  18   25   -0.009
  18   26   0.165
  18   27   0.079
  18   28   -0.031
  18   29   -0.008
  18   30   0.006
  18   31   -0.175
  18   32   0.016
  18   33   -0.104
  18   34   0.204
  18   35   0.008
  19   20   -13.677
  19   21   2.385
  19   22   -0.254
  19   23   -0.449
  19   24   -0.062
  19   25   -0.015
  19   26   -0.001
  19   27   0.025
  19   28   0.154
  19   29   -0.055
  19   30   -0.055
  19   31   -0.052
  19   32   -0.008
  19   33   -0.507
  19   34   0.034
  19   35   0.17
  20   21   4.837
  20   22   0.003
  20   23   0.181
  20   24   0.105
  20   25   -0.108
  20   26   -0.006
  20   27   -0.016
  20   28   0.156
  20   29   0.112
  20   30   -0.047
  20   31   -0.071
  20   32   -0.002
  20   33   -0.089
  20   34   -0.049
  20   35   0.145
  21   22   0.871
  21   23   0.484
  21   24   -1.4
  21   25   -0.398
  21   26   -0.058
  21   27   0.755
  21   28   -1.118
  21   29   -1.029
  21   30   -0.012
  21   31   -0.008
  21   32   0.059
  21   33   0.008
  21   34   0.008
  21   35   0.014
  22   23   -0.586
  22   24   1.461
  22   25   12.078
  22   26   -0.237
  22   27   -0.466
  22   28   0.749
  22   29   0.24
  22   30   -0.02
  22   31   -0.015
  22   32   0.024
  22   33   0.046
  22   34   -0.742
  22   35   -0.048
  23   24   -19.638
  23   25   -0.024
  23   26   -0.028
  23   27   -0.277
  23   28   -2.736
  23   29   -3.199
  23   30   0.1
  23   31   -0.041
  23   32   0.085
  23   33   -0.011
  23   34   -0.079
  23   35   -0.009
  24   25   0.02
  24   26   -0.539
  24   27   -0.212
  24   28   -2.244
  24   29   -2.622
  24   30   0.025
  24   31   0.001
  24   32   0.014
  24   33   -0.017
  24   34   -0.019
  24   35   0.005
  25   26   0.002
  25   27   -0.004
  25   28   0.084
  25   29   0.012
  25   30   0.001
  25   31   0.0
  25   32   0.094
  25   33   0.02
  25   34   0.043
  25   35   0.111
  26   27   -12.529
  26   28   0.026
  26   29   0.286
  26   30   -0.049
  26   31   -0.037
  26   32   0.467
  26   33   -0.004
  26   34   -0.049
  26   35   -0.022
  27   28   -0.013
  27   29   -0.016
  27   30   0.037
  27   31   0.04
  27   32   13.646
  27   33   0.085
  27   34   0.067
  27   35   -0.008
  28   29   0.345
  28   31   -0.0
  28   32   0.005
  28   33   -0.0
  28   34   -0.005
  29   31   -0.002
  29   32   0.009
  29   33   0.001
  29   34   -0.003
  29   35   0.012
  30   31   1.719
  30   32   0.012
  30   33   -1.744
  30   34   -2.578
  30   35   -0.5
  31   32   0.024
  31   33   -0.906
  31   34   -2.282
  31   35   0.591
  32   33   0.022
  32   34   0.013
  32   35   0.0
  33   34   -17.46
  33   35   -13.064
  34   35   -14.509
