contribution of conformer 1: 0.69
contribution of conformer 2: 0.31
1	C	169.74044773148023
2	C	159.9522742710401
3	C	81.61663810990177
4	C	72.27901822856954
5	C	85.75602142513
6	C	57.72505340735191
7	C	71.66426988947367
8	C	65.03982139390165
10	C	141.0053788871536
11	C	138.44523307387715
12	C	139.3725821139394
13	C	152.00338846122082
14	C	152.12737879279985
15	C	105.21335000814143
16	C	66.68505686901909
17	C	78.79999828478059
18	C	131.1753062373135
20	C	128.99719748946043
21	C	155.16622141051886
24	C	26.297183191652177
27	C	143.70870410084552
