contribution of conformer 1: 0.57
contribution of conformer 2: 0.43
1	C	173.09057412966962
2	C	157.98580450478534
3	C	112.55838293377545
4	C	154.5498805464651
5	C	142.75164662179705
6	C	164.8284334478236
7	C	163.20757795137362
8	C	166.2019341293608
9	C	158.10772996495803
10	C	139.55254874158825
11	C	66.00239091216142
12	C	153.9167720696165
13	C	74.45540564618119
14	C	53.485330651127704
15	C	84.5272419239001
16	C	85.40253632355957
17	C	52.273821636152505
20	C	170.58750225239268
21	C	173.6672211600802
22	C	174.68084470978692
23	C	176.2580531060513
24	H	30.702175904445816
25	H	30.5967627304724
26	H	30.170929761037343
27	H	30.450166484717528
28	H	30.678725050787158
29	H	30.127731467582585
30	H	30.440107030873772
31	H	30.738796313985794
32	H	30.87435167242979
33	H	30.576920477770905
34	H	30.55198887372646
35	H	29.55101194427258
36	H	29.64747870036966
37	H	25.84351495183791
38	H	25.68115358443989
39	H	28.920623345013986
40	H	30.968381228774348
41	H	31.198687098950288
42	H	30.76513331058969
43	H	30.702059249150977
44	H	30.52005788376036
45	H	31.333346143408477
46	H	31.117632968662974
47	H	31.384333037665982
48	H	31.29025911268912
49	H	31.089265324019692
50	H	31.013871877276983
51	H	30.8816425256252
40/41/42	Me	30.977400546104775
43/44/45	Me	30.851821092106604
46/47/48	Me	31.26407503967269
49/50/51	Me	30.994926575640623
