CONF#  E(GFNn-xTB) ΔE(GFNn-xTB)        E [Eh]   Gsolv [Eh]  GmRRHO [Eh]          Gtot      ΔGtot Boltzmannweight
            [a.u.]   [kcal/mol]     r2scan-3c   incl. in E         GFN2          [Eh] [kcal/mol]   % at 298.15 K
                                       [CPCM]                    [alpb]                                         
CONF1  -75.2361151         0.00 -1149.5615841    0.0000000    0.3646548 -1149.1969292       0.00           48.73     <------
CONF2  -75.2358757         0.15 -1149.5614791    0.0000000    0.3646277 -1149.1968514       0.05           44.87
CONF3  -75.2343749         1.09 -1149.5587908    0.0000000    0.3638884 -1149.1949023       1.27            5.69
CONF5  -75.2313738         2.98 -1149.5566118    0.0000000    0.3643992 -1149.1922126       2.96            0.33
CONF6  -75.2311329         3.13 -1149.5566324    0.0000000    0.3642807 -1149.1923517       2.87            0.38
