contribution of conformer 1: 0.97
contribution of conformer 2: 0.01
contribution of conformer 3: 0.01
contribution of conformer 4: 0.01
1	C	150.48775779866898
2	C	159.94571608567912
3	C	170.9309451349236
4	C	163.51333540284506
5	C	160.59990795007093
6	C	117.04124193829432
7	C	139.2660834789099
8	C	149.25258870136216
9	C	170.9576828596066
10	C	143.4326735814177
12	C	118.64338522581838
16	C	171.17633894911611
17	C	170.95309458730844
18	C	166.9944229511269
19	C	168.39630872159535
13	H	29.48382596749646
14	H	29.124235528834582
15	H	27.7994252845954
20	H	30.514563809345564
21	H	29.747206234089465
22	H	30.140375955398195
23	H	30.31388126083896
24	H	29.636629763852934
25	H	30.421605162563043
26	H	29.73833057303557
27	H	30.22658230283401
28	H	30.267690193148617
29	H	29.945658917881083
30	H	30.341074256073366
31	H	30.81973186917967
32	H	30.925910717348533
33	H	30.297452922324943
34	H	30.26639846893326
35	H	30.678631465359665
36	H	30.279601915771668
37	H	30.246253081368287
38	H	30.71421847951137
39	H	30.698082671421634
40	H	30.07164421441414
41	H	31.014361004629766
42	H	30.77362238459798
31/32/33	Me	30.681031836284387
34/35/36	Me	30.408210616688198
37/38/39	Me	30.552851410767094
40/41/42	Me	30.619875867880626
