CONF#  E(GFNn-xTB) ΔE(GFNn-xTB)            E [Eh]   Gsolv [Eh]  GmRRHO [Eh]          Gtot      ΔGtot Boltzmannweight
            [a.u.]   [kcal/mol] wb97m-v/def2-TZVP   incl. in E         GFN2          [Eh] [kcal/mol]   % at 298.15 K
                                            [SMD]                    [alpb]                                         
CONF1  -75.2521306         0.00     -1149.8511796    0.0000000    0.3646015 -1149.4865781      0.000           66.03     <------
CONF2  -75.2501338         1.25     -1149.8481463    0.0000000    0.3645817 -1149.4835647      1.891            2.71
CONF3  -75.2499452         1.37     -1149.8505920    0.0000000    0.3647796 -1149.4858124      0.481           29.35
CONF5  -75.2486444         2.19     -1149.8474078    0.0000000    0.3641767 -1149.4832311      2.100            1.91
