CONF#  E(GFNn-xTB) ΔE(GFNn-xTB)        E [Eh]   Gsolv [Eh]          gtot      Δgtot
            [a.u.]   [kcal/mol]     r2scan-3c   incl. in E          [Eh] [kcal/mol]
                                       [CPCM]                                      
CONF1  -75.2521306         0.00 -1149.5733890    0.0000000 -1149.5733890       0.91
CONF2  -75.2501338         1.25 -1149.5708042    0.0000000 -1149.5708042       2.53
CONF3  -75.2499452         1.37 -1149.5748315    0.0000000 -1149.5748315       0.00     <------
CONF4  -75.2496067         1.58 -1149.5650054    0.0000000 -1149.5650054       6.17
CONF5  -75.2486444         2.19 -1149.5703456    0.0000000 -1149.5703456       2.81
CONF6  -75.2462901         3.66 -1149.5657021    0.0000000 -1149.5657021       5.73
CONF7  -75.2450866         4.42 -1149.5676197    0.0000000 -1149.5676197       4.53
CONF8  -75.2444432         4.82 -1149.5577502    0.0000000 -1149.5577502      10.72
CONF9  -75.2431643         5.63 -1149.5622848    0.0000000 -1149.5622848       7.87
