  14 29.061
  17 29.682
  18 29.565
  19 29.105
  20 29.997
  21 28.773
  22 27.787
  23 28.927
  24 29.105
  25 28.424
  26 28.194
  27 27.115
  28 26.575
  29 26.448
  30 26.295
  31 25.96
  32 30.178
  33 29.247
  34 29.673
  35 29.42















  14   17   0.872
  14   18   7.191
  14   19   -0.604
  14   20   0.534
  14   21   0.554
  14   22   0.741
  14   23   -0.411
  14   24   -0.264
  14   25   0.007
  14   26   -0.583
  14   27   -0.179
  14   28   0.012
  14   29   0.04
  14   30   -0.295
  14   31   -1.342
  14   32   -0.247
  14   33   -0.872
  14   34   -0.764
  14   35   0.224
  17   18   -15.428
  17   19   5.498
  17   20   1.373
  17   21   0.801
  17   22   0.776
  17   23   -0.029
  17   24   0.126
  17   25   -0.002
  17   26   0.62
  17   27   -0.037
  17   28   -0.004
  17   29   0.024
  17   30   -0.004
  17   31   -0.211
  17   32   0.018
  17   33   0.082
  17   34   0.146
  17   35   0.018
  18   19   14.272
  18   20   6.163
  18   21   -0.555
  18   22   0.117
  18   23   -0.085
  18   24   0.624
  18   25   0.006
  18   26   -0.039
  18   27   0.043
  18   28   -0.035
  18   29   -0.012
  18   30   -0.19
  18   31   -0.061
  18   32   -0.014
  18   33   -0.081
  18   34   -0.077
  18   35   0.191
  19   20   -14.087
  19   21   2.37
  19   22   -0.411
  19   23   -0.15
  19   24   -0.456
  19   25   -0.07
  19   26   -0.016
  19   27   -0.007
  19   28   0.131
  19   29   -0.074
  19   30   -0.017
  19   31   -0.523
  19   32   -0.002
  19   33   -0.036
  19   34   -0.025
  19   35   -0.01
  20   21   4.143
  20   22   0.784
  20   23   0.095
  20   24   0.15
  20   25   -0.049
  20   26   -0.022
  20   27   -0.021
  20   28   0.154
  20   29   0.105
  20   30   0.007
  20   31   0.014
  20   32   -0.004
  20   33   -0.046
  20   34   0.008
  20   35   0.068
  21   22   5.006
  21   23   -1.091
  21   24   0.233
  21   25   -0.037
  21   26   -0.061
  21   27   -0.072
  21   28   -0.938
  21   29   -0.967
  21   30   0.012
  21   31   0.018
  21   32   -0.049
  21   33   0.016
  21   34   0.001
  21   35   -0.003
  22   23   -0.096
  22   24   0.037
  22   25   13.328
  22   26   -0.324
  22   27   -0.167
  22   28   0.009
  22   29   0.055
  22   30   -0.141
  22   31   -0.018
  22   32   0.051
  22   33   -0.101
  22   34   -0.07
  22   35   -0.017
  23   24   -19.527
  23   25   -0.245
  23   26   -0.156
  23   27   -0.084
  23   28   -2.279
  23   29   -2.677
  23   30   0.08
  23   31   0.022
  23   32   0.001
  23   33   -0.005
  23   34   0.008
  23   35   -0.01
  24   25   0.188
  24   26   -0.385
  24   27   0.427
  24   28   -2.671
  24   29   -3.156
  24   30   0.085
  24   31   0.039
  24   32   0.044
  24   33   -0.042
  24   34   0.002
  24   35   -0.009
  25   26   -0.012
  25   27   0.023
  25   28   -0.046
  25   29   -0.018
  25   30   -0.005
  25   31   -0.613
  25   32   0.0
  25   33   -0.003
  25   34   0.02
  25   35   -0.014
  26   27   -13.301
  26   28   -0.004
  26   29   0.009
  26   30   -0.049
  26   31   -0.033
  26   32   15.775
  26   33   -0.142
  26   34   0.006
  26   35   -0.018
  27   28   0.045
  27   29   0.261
  27   30   -0.003
  27   31   0.01
  27   32   2.829
  27   33   -0.567
  27   34   -0.08
  27   35   0.077
  28   29   0.4
  28   31   -0.003
  28   32   0.001
  28   33   -0.0
  28   34   0.0
  29   30   0.009
  29   31   -0.003
  29   32   0.002
  29   33   -0.003
  29   34   -0.001
  30   31   0.019
  30   32   0.004
  30   33   -2.437
  30   34   -1.686
  30   35   -0.494
  31   32   0.004
  31   33   -2.502
  31   34   -0.429
  31   35   0.503
  32   33   -0.322
  32   34   -0.256
  32   35   -0.289
  33   34   -16.839
  33   35   -15.498
  34   35   -13.569
